appointment_id,date,client_id,gender,age,style,price,artist,location
A00664,2022-08-20,C00664,F,24,Fineline,180,monsternarii,London-UK
A00665,2022-08-23,C00665,F,22,Blackwork,452,monsternarii,London-UK
A00666,2022-08-23,C00666,F,35,Fineline,218,monsternarii,London-UK
A00667,2022-08-23,C00667,F,20,Blackwork,489,monsternarii,London-UK
A00668,2022-08-23,C00668,F,31,Blackwork,455,monsternarii,London-UK
A00669,2022-08-24,C00669,F,34,Fineline,203,monsternarii,London-UK
A00670,2022-08-24,C00670,F,22,Fineline,221,monsternarii,London-UK
A00671,2022-08-24,C00671,F,34,Fineline,231,monsternarii,London-UK
A00672,2022-08-24,C00672,F,36,Blackwork,476,monsternarii,London-UK
A00673,2022-08-25,C00673,F,35,Fineline,220,monsternarii,London-UK
A00674,2022-08-25,C00674,F,37,Fineline,221,monsternarii,London-UK
A00675,2022-08-25,C00675,F,33,Blackwork,442,monsternarii,London-UK
A00676,2022-08-25,C00676,M,32,Blackwork,421,monsternarii,London-UK
A00677,2022-08-26,C00677,F,39,Fineline,196,monsternarii,London-UK
A00678,2022-08-26,C00678,F,22,Fineline,233,monsternarii,London-UK
A00679,2022-08-26,C00679,F,24,Fineline,238,monsternarii,London-UK
A00680,2022-08-26,C00680,F,35,Fineline,220,monsternarii,London-UK
A00681,2022-08-27,C00681,F,36,Fineline,216,monsternarii,London-UK
A00682,2022-08-27,C00682,F,22,Fineline,180,monsternarii,London-UK
A00683,2022-08-27,C00683,F,36,Fineline,201,monsternarii,London-UK
A00684,2022-08-27,C00684,F,27,Fineline,201,monsternarii,London-UK
A00685,2022-08-30,C00685,M,21,Fineline,238,monsternarii,London-UK
A00686,2022-08-30,C00686,F,32,Blackwork,431,monsternarii,London-UK
A00687,2022-08-30,C00687,M,26,Fineline,211,monsternarii,London-UK
A00688,2022-08-30,C00688,F,26,Fineline,239,monsternarii,London-UK
A00689,2022-08-31,C00689,M,39,Fineline,236,monsternarii,London-UK
A00690,2022-08-31,C00690,F,34,Fineline,198,monsternarii,London-UK
A00691,2022-08-31,C00691,F,22,Fineline,192,monsternarii,London-UK
A00692,2022-08-31,C00692,F,20,Fineline,185,monsternarii,London-UK
A00693,2022-09-01,C00693,M,26,Fineline,221,monsternarii,London-UK
A00694,2022-09-01,C00694,F,32,Blackwork,372,monsternarii,London-UK
A00695,2022-09-01,C00695,F,40,Fineline,204,monsternarii,London-UK
A00696,2022-09-01,C00696,F,24,Fineline,209,monsternarii,London-UK
A00697,2022-09-02,C00697,F,38,Fineline,240,monsternarii,London-UK
A00698,2022-09-02,C00698,M,35,Fineline,219,monsternarii,London-UK
A00699,2022-09-02,C00699,M,36,Fineline,213,monsternarii,London-UK
A00700,2022-09-02,C00700,F,22,Fineline,185,monsternarii,London-UK
A00701,2022-09-03,C00701,F,39,Blackwork,335,monsternarii,London-UK
A00702,2022-09-03,C00702,M,32,Fineline,240,monsternarii,London-UK
A00703,2022-09-03,C00703,F,27,Fineline,228,monsternarii,London-UK
A00704,2022-09-03,C00704,F,34,Fineline,229,monsternarii,London-UK
A00705,2022-09-06,C00705,F,40,Fineline,228,monsternarii,London-UK
A00706,2022-09-06,C00706,F,25,Fineline,232,monsternarii,London-UK
A00707,2022-09-06,C00707,M,31,Fineline,207,monsternarii,London-UK
A00708,2022-09-06,C00708,F,35,Fineline,235,monsternarii,London-UK
A00709,2022-09-07,C00709,F,39,Fineline,187,monsternarii,London-UK
A00710,2022-09-07,C00710,F,27,Blackwork,304,monsternarii,London-UK
A00711,2022-09-07,C00711,M,32,Fineline,186,monsternarii,London-UK
A00712,2022-09-07,C00712,F,21,Fineline,206,monsternarii,London-UK
A00713,2022-09-08,C00713,F,23,Fineline,198,monsternarii,London-UK
A00714,2022-09-08,C00714,F,30,Fineline,186,monsternarii,London-UK
A00715,2022-09-08,C00715,F,22,Fineline,230,monsternarii,London-UK
A00716,2022-09-08,C00716,F,36,Fineline,203,monsternarii,London-UK
A00717,2022-09-09,C00717,F,30,Fineline,225,monsternarii,London-UK
A00718,2022-09-09,C00718,F,39,Fineline,180,monsternarii,London-UK
A00719,2022-09-09,C00719,F,23,Fineline,214,monsternarii,London-UK
A00720,2022-09-09,C00720,M,33,Fineline,236,monsternarii,London-UK
A00721,2022-09-10,C00721,F,22,Fineline,183,monsternarii,London-UK
A00722,2022-09-10,C00722,M,39,Fineline,186,monsternarii,London-UK
A00723,2022-09-10,C00723,F,39,Fineline,183,monsternarii,London-UK
A00724,2022-09-10,C00724,F,20,Fineline,202,monsternarii,London-UK
A00725,2022-09-13,C00725,F,28,Fineline,217,monsternarii,London-UK
A00726,2022-09-13,C00726,F,40,Fineline,193,monsternarii,London-UK
A00727,2022-09-13,C00727,F,35,Fineline,191,monsternarii,London-UK
A00728,2022-09-13,C00728,F,21,Fineline,221,monsternarii,London-UK
A00729,2022-09-14,C00729,F,26,Fineline,238,monsternarii,London-UK
A00730,2022-09-14,C00730,F,24,Fineline,199,monsternarii,London-UK
A00731,2022-09-14,C00731,F,37,Blackwork,381,monsternarii,London-UK
A00732,2022-09-14,C00732,F,34,Blackwork,341,monsternarii,London-UK
A00733,2022-09-15,C00733,M,21,Fineline,182,monsternarii,London-UK
A00734,2022-09-15,C00734,F,28,Fineline,220,monsternarii,London-UK
A00735,2022-09-15,C00735,F,40,Fineline,228,monsternarii,London-UK
A00736,2022-09-15,C00736,F,25,Fineline,228,monsternarii,London-UK
A00737,2022-09-16,C00737,F,36,Fineline,205,monsternarii,London-UK
A00738,2022-09-16,C00738,M,36,Fineline,182,monsternarii,London-UK
A00739,2022-09-16,C00739,F,33,Fineline,217,monsternarii,London-UK
A00740,2022-09-16,C00740,F,23,Blackwork,324,monsternarii,London-UK
A00741,2022-09-17,C00741,F,36,Fineline,237,monsternarii,London-UK
A00742,2022-09-17,C00742,F,40,Fineline,203,monsternarii,London-UK
A00743,2022-09-17,C00743,F,35,Fineline,184,monsternarii,London-UK
A00744,2022-09-17,C00744,M,40,Fineline,213,monsternarii,London-UK
A00745,2022-09-20,C00745,F,31,Fineline,219,monsternarii,London-UK
A00746,2022-09-20,C00746,F,39,Fineline,223,monsternarii,London-UK
A00747,2022-09-20,C00747,F,20,Fineline,223,monsternarii,London-UK
A00748,2022-09-20,C00748,F,32,Blackwork,484,monsternarii,London-UK
A00749,2022-09-21,C00749,F,35,Blackwork,311,monsternarii,London-UK
A00750,2022-09-21,C00750,F,39,Fineline,228,monsternarii,London-UK
A00751,2022-09-21,C00751,F,22,Fineline,191,monsternarii,London-UK
A00752,2022-09-21,C00752,F,34,Fineline,187,monsternarii,London-UK
A00753,2022-09-22,C00753,F,39,Fineline,234,monsternarii,London-UK
A00754,2022-09-22,C00754,M,24,Fineline,202,monsternarii,London-UK
A00755,2022-09-22,C00755,F,34,Fineline,202,monsternarii,London-UK
A00756,2022-09-22,C00756,F,26,Fineline,221,monsternarii,London-UK
A00757,2022-09-23,C00757,F,29,Fineline,181,monsternarii,London-UK
A00758,2022-09-23,C00758,F,20,Fineline,193,monsternarii,London-UK
A00759,2022-09-23,C00759,F,20,Blackwork,471,monsternarii,London-UK
A00760,2022-09-23,C00760,F,23,Fineline,231,monsternarii,London-UK
A00761,2022-09-24,C00761,M,20,Fineline,221,monsternarii,London-UK
A00762,2022-09-24,C00762,F,32,Fineline,200,monsternarii,London-UK
A00763,2022-09-24,C00763,F,30,Blackwork,403,monsternarii,London-UK
A00764,2022-09-24,C00764,F,36,Fineline,196,monsternarii,London-UK
A00765,2022-09-27,C00765,F,28,Fineline,228,monsternarii,London-UK
A00766,2022-09-27,C00766,F,24,Blackwork,485,monsternarii,London-UK
A00767,2022-09-27,C00767,M,37,Fineline,205,monsternarii,London-UK
A00768,2022-09-27,C00768,F,22,Fineline,208,monsternarii,London-UK
A00769,2022-09-28,C00769,M,38,Fineline,197,monsternarii,London-UK
A00770,2022-09-28,C00770,F,31,Fineline,192,monsternarii,London-UK
A00771,2022-09-28,C00771,M,24,Fineline,210,monsternarii,London-UK
A00772,2022-09-28,C00772,F,21,Fineline,225,monsternarii,London-UK
A00773,2022-09-29,C00773,F,33,Fineline,210,monsternarii,London-UK
A00774,2022-09-29,C00774,F,36,Fineline,191,monsternarii,London-UK
A00775,2022-09-29,C00775,F,25,Fineline,210,monsternarii,London-UK
A00776,2022-09-29,C00776,F,34,Fineline,198,monsternarii,London-UK
A00777,2022-09-30,C00777,F,40,Fineline,227,monsternarii,London-UK
A00778,2022-09-30,C00778,F,35,Fineline,225,monsternarii,London-UK
A00779,2022-09-30,C00779,F,27,Fineline,215,monsternarii,London-UK
A00780,2022-09-30,C00780,F,34,Fineline,205,monsternarii,London-UK
A00781,2022-10-01,C00781,M,31,Fineline,193,monsternarii,London-UK
A00782,2022-10-01,C00782,M,21,Fineline,203,monsternarii,London-UK
A00783,2022-10-01,C00783,F,39,Fineline,209,monsternarii,London-UK
A00784,2022-10-01,C00784,F,33,Fineline,236,monsternarii,London-UK
A00785,2022-10-04,C00785,M,22,Fineline,240,monsternarii,London-UK
A00786,2022-10-04,C00786,F,30,Blackwork,409,monsternarii,London-UK
A00787,2022-10-04,C00787,F,31,Fineline,228,monsternarii,London-UK
A00788,2022-10-04,C00788,M,36,Fineline,189,monsternarii,London-UK
A00789,2022-10-05,C00789,F,33,Fineline,207,monsternarii,London-UK
A00790,2022-10-05,C00790,M,35,Fineline,196,monsternarii,London-UK
A00791,2022-10-05,C00791,F,36,Fineline,209,monsternarii,London-UK
A00792,2022-10-05,C00792,F,21,Fineline,208,monsternarii,London-UK
A00793,2022-10-06,C00793,F,33,Fineline,223,monsternarii,London-UK
A00794,2022-10-06,C00794,F,38,Blackwork,328,monsternarii,London-UK
A00795,2022-10-06,C00795,M,39,Fineline,214,monsternarii,London-UK
A00796,2022-10-06,C00796,F,40,Fineline,229,monsternarii,London-UK
A00797,2022-10-07,C00797,F,21,Fineline,209,monsternarii,London-UK
A00798,2022-10-07,C00798,F,23,Fineline,228,monsternarii,London-UK
A00799,2022-10-07,C00799,F,24,Fineline,184,monsternarii,London-UK
A00800,2022-10-07,C00800,F,35,Fineline,181,monsternarii,London-UK
A00801,2022-10-08,C00801,F,24,Fineline,211,monsternarii,London-UK
A00802,2022-10-08,C00802,F,39,Fineline,211,monsternarii,London-UK
A00803,2022-10-08,C00803,F,21,Blackwork,354,monsternarii,London-UK
A00804,2022-10-08,C00804,F,34,Fineline,240,monsternarii,London-UK
A00805,2022-10-11,C00805,F,35,Fineline,212,monsternarii,London-UK
A00806,2022-10-11,C00806,F,26,Fineline,205,monsternarii,London-UK
A00807,2022-10-11,C00807,F,29,Fineline,221,monsternarii,London-UK
A00808,2022-10-11,C00808,M,31,Blackwork,395,monsternarii,London-UK
A00809,2022-10-12,C00809,F,39,Fineline,198,monsternarii,London-UK
A00810,2022-10-12,C00810,F,38,Fineline,216,monsternarii,London-UK
A00811,2022-10-12,C00811,F,25,Fineline,201,monsternarii,London-UK
A00812,2022-10-12,C00812,F,26,Fineline,181,monsternarii,London-UK
A00813,2022-10-13,C00813,F,24,Blackwork,421,monsternarii,London-UK
A00814,2022-10-13,C00814,F,21,Fineline,180,monsternarii,London-UK
A00815,2022-10-13,C00815,F,36,Fineline,232,monsternarii,London-UK
A00816,2022-10-13,C00816,F,40,Fineline,223,monsternarii,London-UK
A00817,2022-10-14,C00817,F,38,Fineline,189,monsternarii,London-UK
A00818,2022-10-14,C00818,F,34,Fineline,184,monsternarii,London-UK
A00819,2022-10-14,C00819,F,40,Fineline,196,monsternarii,London-UK
A00820,2022-10-14,C00820,F,40,Fineline,228,monsternarii,London-UK
A00821,2022-10-15,C00821,M,32,Fineline,217,monsternarii,London-UK
A00822,2022-10-15,C00822,F,21,Fineline,198,monsternarii,London-UK
A00823,2022-10-15,C00823,F,33,Fineline,229,monsternarii,London-UK
A00824,2022-10-15,C00824,F,39,Blackwork,419,monsternarii,London-UK
A00825,2022-10-18,C00825,F,35,Fineline,240,monsternarii,London-UK
A00826,2022-10-18,C00826,F,40,Fineline,196,monsternarii,London-UK
A00827,2022-10-18,C00827,M,21,Fineline,190,monsternarii,London-UK
A00828,2022-10-18,C00828,F,23,Fineline,237,monsternarii,London-UK
A00829,2022-10-19,C00829,F,27,Fineline,227,monsternarii,London-UK
A00830,2022-10-19,C00830,F,38,Fineline,190,monsternarii,London-UK
A00831,2022-10-19,C00831,F,26,Fineline,194,monsternarii,London-UK
A00832,2022-10-19,C00832,M,26,Fineline,230,monsternarii,London-UK
A00833,2022-10-20,C00833,F,27,Blackwork,419,monsternarii,London-UK
A00834,2022-10-20,C00834,F,23,Fineline,200,monsternarii,London-UK
A00835,2022-10-20,C00835,F,20,Blackwork,417,monsternarii,London-UK
A00836,2022-10-20,C00836,F,28,Fineline,210,monsternarii,London-UK
A00837,2022-10-21,C00837,F,27,Blackwork,458,monsternarii,London-UK
A00838,2022-10-21,C00838,F,34,Fineline,191,monsternarii,London-UK
A00839,2022-10-21,C00839,F,22,Fineline,208,monsternarii,London-UK
A00840,2022-10-21,C00840,F,40,Blackwork,444,monsternarii,London-UK
A00841,2022-10-22,C00841,F,39,Fineline,199,monsternarii,London-UK
A00842,2022-10-22,C00842,F,32,Fineline,213,monsternarii,London-UK
A00843,2022-10-22,C00843,F,40,Fineline,208,monsternarii,London-UK
A00844,2022-10-22,C00844,F,39,Fineline,201,monsternarii,London-UK
A00845,2022-10-25,C00845,F,22,Blackwork,476,monsternarii,London-UK
A00846,2022-10-25,C00846,F,21,Fineline,225,monsternarii,London-UK
A00847,2022-10-25,C00847,F,24,Fineline,208,monsternarii,London-UK
A00848,2022-10-25,C00848,F,32,Blackwork,391,monsternarii,London-UK
A00849,2022-10-26,C00849,F,25,Fineline,198,monsternarii,London-UK
A00850,2022-10-26,C00850,M,38,Fineline,219,monsternarii,London-UK
A00851,2022-10-26,C00851,M,29,Blackwork,367,monsternarii,London-UK
A00852,2022-10-26,C00852,F,39,Fineline,240,monsternarii,London-UK
A00853,2022-10-27,C00853,F,26,Fineline,218,monsternarii,London-UK
A00854,2022-10-27,C00854,F,40,Fineline,217,monsternarii,London-UK
A00855,2022-10-27,C00855,F,40,Fineline,222,monsternarii,London-UK
A00856,2022-10-27,C00856,F,28,Fineline,221,monsternarii,London-UK
A00857,2022-10-28,C00857,F,35,Fineline,221,monsternarii,London-UK
A00858,2022-10-28,C00858,M,21,Fineline,199,monsternarii,London-UK
A00859,2022-10-28,C00859,M,30,Blackwork,366,monsternarii,London-UK
A00860,2022-10-28,C00860,F,34,Fineline,197,monsternarii,London-UK
A00861,2022-10-29,C00861,M,35,Blackwork,428,monsternarii,London-UK
A00862,2022-10-29,C00862,F,31,Fineline,199,monsternarii,London-UK
A00863,2022-10-29,C00863,F,32,Fineline,207,monsternarii,London-UK
A00864,2022-10-29,C00864,F,20,Blackwork,428,monsternarii,London-UK
A00865,2022-11-01,C00865,M,24,Fineline,183,monsternarii,London-UK
A00866,2022-11-01,C00866,F,39,Blackwork,358,monsternarii,London-UK
A00867,2022-11-01,C00867,F,35,Fineline,182,monsternarii,London-UK
A00868,2022-11-01,C00868,F,34,Fineline,180,monsternarii,London-UK
A00869,2022-11-02,C00869,M,33,Blackwork,418,monsternarii,London-UK
A00870,2022-11-02,C00870,F,32,Blackwork,460,monsternarii,London-UK
A00871,2022-11-02,C00871,F,30,Fineline,197,monsternarii,London-UK
A00872,2022-11-02,C00872,F,36,Fineline,183,monsternarii,London-UK
A00873,2022-11-03,C00873,F,33,Fineline,235,monsternarii,London-UK
A00874,2022-11-03,C00874,F,35,Fineline,209,monsternarii,London-UK
A00875,2022-11-03,C00875,F,33,Fineline,214,monsternarii,London-UK
A00876,2022-11-03,C00876,F,21,Blackwork,423,monsternarii,London-UK
A00877,2022-11-04,C00877,F,25,Fineline,238,monsternarii,London-UK
A00878,2022-11-04,C00878,M,23,Fineline,210,monsternarii,London-UK
A00879,2022-11-04,C00879,F,25,Fineline,229,monsternarii,London-UK
A00880,2022-11-04,C00880,F,33,Fineline,229,monsternarii,London-UK
A00881,2022-11-05,C00881,F,29,Fineline,185,monsternarii,London-UK
A00882,2022-11-05,C00882,M,37,Fineline,186,monsternarii,London-UK
A00883,2022-11-05,C00883,F,38,Fineline,197,monsternarii,London-UK
A00884,2022-11-05,C00884,F,21,Fineline,218,monsternarii,London-UK
A00885,2022-11-08,C00885,F,35,Fineline,203,monsternarii,London-UK
A00886,2022-11-08,C00886,F,37,Fineline,240,monsternarii,London-UK
A00887,2022-11-08,C00887,F,20,Blackwork,482,monsternarii,London-UK
A00888,2022-11-08,C00888,F,35,Fineline,233,monsternarii,London-UK
A00889,2022-11-09,C00889,M,33,Fineline,197,monsternarii,London-UK
A00890,2022-11-09,C00890,F,38,Fineline,206,monsternarii,London-UK
A00891,2022-11-09,C00891,F,34,Fineline,204,monsternarii,London-UK
A00892,2022-11-09,C00892,F,29,Fineline,182,monsternarii,London-UK
A00893,2022-11-10,C00893,F,22,Fineline,207,monsternarii,London-UK
A00894,2022-11-10,C00894,F,22,Fineline,198,monsternarii,London-UK
A00895,2022-11-10,C00895,F,40,Blackwork,458,monsternarii,London-UK
A00896,2022-11-10,C00896,F,32,Fineline,203,monsternarii,London-UK
A00897,2022-11-11,C00897,F,40,Blackwork,350,monsternarii,London-UK
A00898,2022-11-11,C00898,F,21,Blackwork,303,monsternarii,London-UK
A00899,2022-11-11,C00899,F,20,Fineline,213,monsternarii,London-UK
A00900,2022-11-11,C00900,M,22,Fineline,227,monsternarii,London-UK
A00901,2022-11-12,C00901,F,25,Fineline,190,monsternarii,London-UK
A00902,2022-11-12,C00902,M,20,Fineline,181,monsternarii,London-UK
A00903,2022-11-12,C00903,F,31,Fineline,238,monsternarii,London-UK
A00904,2022-11-12,C00904,M,35,Blackwork,467,monsternarii,London-UK
A00905,2022-11-15,C00905,M,23,Fineline,197,monsternarii,London-UK
A00906,2022-11-15,C00906,M,37,Fineline,195,monsternarii,London-UK
A00907,2022-11-15,C00907,F,30,Fineline,206,monsternarii,London-UK
A00908,2022-11-15,C00908,F,33,Fineline,184,monsternarii,London-UK
A00909,2022-11-16,C00909,F,24,Fineline,225,monsternarii,London-UK
A00910,2022-11-16,C00910,M,21,Blackwork,351,monsternarii,London-UK
A00911,2022-11-16,C00911,F,34,Fineline,201,monsternarii,London-UK
A00912,2022-11-16,C00912,F,30,Fineline,237,monsternarii,London-UK
A00913,2022-11-17,C00913,F,37,Fineline,187,monsternarii,London-UK
A00914,2022-11-17,C00914,F,22,Fineline,227,monsternarii,London-UK
A00915,2022-11-17,C00915,F,32,Fineline,239,monsternarii,London-UK
A00916,2022-11-17,C00916,F,33,Fineline,223,monsternarii,London-UK
A00917,2022-11-18,C00917,F,20,Blackwork,352,monsternarii,London-UK
A00918,2022-11-18,C00918,F,29,Fineline,240,monsternarii,London-UK
A00919,2022-11-18,C00919,M,32,Fineline,191,monsternarii,London-UK
A00920,2022-11-18,C00920,F,25,Fineline,209,monsternarii,London-UK
A00921,2022-11-19,C00921,F,20,Fineline,195,monsternarii,London-UK
A00922,2022-11-19,C00922,F,27,Fineline,234,monsternarii,London-UK
A00923,2022-11-19,C00923,F,31,Fineline,204,monsternarii,London-UK
A00924,2022-11-19,C00924,F,31,Fineline,228,monsternarii,London-UK
A00925,2022-11-22,C00925,M,33,Fineline,225,monsternarii,London-UK
A00926,2022-11-22,C00926,F,24,Fineline,199,monsternarii,London-UK
A00927,2022-11-22,C00927,M,20,Fineline,235,monsternarii,London-UK
A00928,2022-11-22,C00928,F,26,Fineline,206,monsternarii,London-UK
A00929,2022-11-23,C00929,F,24,Blackwork,339,monsternarii,London-UK
A00930,2022-11-23,C00930,F,33,Fineline,190,monsternarii,London-UK
A00931,2022-11-23,C00931,F,25,Fineline,231,monsternarii,London-UK
A00932,2022-11-23,C00932,F,27,Fineline,211,monsternarii,London-UK
A00933,2022-11-24,C00933,F,34,Fineline,187,monsternarii,London-UK
A00934,2022-11-24,C00934,F,40,Fineline,189,monsternarii,London-UK
A00935,2022-11-24,C00935,F,35,Fineline,227,monsternarii,London-UK
A00936,2022-11-24,C00936,F,35,Fineline,187,monsternarii,London-UK
A00937,2022-11-25,C00937,F,26,Fineline,212,monsternarii,London-UK
A00938,2022-11-25,C00938,F,38,Blackwork,324,monsternarii,London-UK
A00939,2022-11-25,C00939,F,34,Fineline,232,monsternarii,London-UK
A00940,2022-11-25,C00940,F,32,Fineline,223,monsternarii,London-UK
A00941,2022-11-26,C00941,F,34,Fineline,237,monsternarii,London-UK
A00942,2022-11-26,C00942,M,27,Fineline,237,monsternarii,London-UK
A00943,2022-11-26,C00943,F,29,Fineline,184,monsternarii,London-UK
A00944,2022-11-26,C00944,F,28,Blackwork,358,monsternarii,London-UK
A00945,2022-11-29,C00945,F,38,Fineline,195,monsternarii,London-UK
A00946,2022-11-29,C00946,F,20,Fineline,220,monsternarii,London-UK
A00947,2022-11-29,C00947,F,32,Fineline,215,monsternarii,London-UK
A00948,2022-11-29,C00948,F,40,Blackwork,364,monsternarii,London-UK
A00949,2022-11-30,C00949,F,21,Fineline,235,monsternarii,London-UK
A00950,2022-11-30,C00950,F,23,Fineline,207,monsternarii,London-UK
A00951,2022-11-30,C00951,F,39,Fineline,211,monsternarii,London-UK
A00952,2022-11-30,C00952,F,22,Fineline,183,monsternarii,London-UK
A00953,2022-12-01,C00953,F,36,Blackwork,411,monsternarii,London-UK
A00954,2022-12-01,C00954,F,36,Fineline,192,monsternarii,London-UK
A00955,2022-12-01,C00955,F,26,Fineline,225,monsternarii,London-UK
A00956,2022-12-01,C00956,F,27,Fineline,209,monsternarii,London-UK
A00957,2022-12-02,C00957,F,31,Fineline,182,monsternarii,London-UK
A00958,2022-12-02,C00958,F,37,Fineline,228,monsternarii,London-UK
A00959,2022-12-02,C00959,F,38,Fineline,203,monsternarii,London-UK
A00960,2022-12-02,C00960,F,29,Fineline,224,monsternarii,London-UK
A00961,2022-12-03,C00961,F,23,Blackwork,486,monsternarii,London-UK
A00962,2022-12-03,C00962,F,36,Fineline,196,monsternarii,London-UK
A00963,2022-12-03,C00963,M,29,Fineline,220,monsternarii,London-UK
A00964,2022-12-03,C00964,F,20,Fineline,186,monsternarii,London-UK
A00965,2022-12-06,C00965,F,21,Fineline,211,monsternarii,London-UK
A00966,2022-12-06,C00966,F,35,Fineline,229,monsternarii,London-UK
A00967,2022-12-06,C00967,F,35,Blackwork,462,monsternarii,London-UK
A00968,2022-12-06,C00968,M,39,Blackwork,376,monsternarii,London-UK
A00969,2022-12-07,C00969,F,25,Blackwork,322,monsternarii,London-UK
A00970,2022-12-07,C00970,F,31,Fineline,200,monsternarii,London-UK
A00971,2022-12-07,C00971,F,35,Blackwork,351,monsternarii,London-UK
A00972,2022-12-07,C00972,M,33,Fineline,185,monsternarii,London-UK
A00973,2022-12-08,C00973,F,39,Fineline,197,monsternarii,London-UK
A00974,2022-12-08,C00974,F,23,Fineline,231,monsternarii,London-UK
A00975,2022-12-08,C00975,F,38,Fineline,236,monsternarii,London-UK
A00976,2022-12-08,C00976,F,20,Fineline,232,monsternarii,London-UK
A00977,2022-12-09,C00977,F,25,Fineline,202,monsternarii,London-UK
A00978,2022-12-09,C00978,F,21,Fineline,225,monsternarii,London-UK
A00979,2022-12-09,C00979,F,36,Fineline,236,monsternarii,London-UK
A00980,2022-12-09,C00980,F,32,Fineline,228,monsternarii,London-UK
A00981,2022-12-10,C00981,F,21,Fineline,203,monsternarii,London-UK
A00982,2022-12-10,C00982,F,28,Fineline,210,monsternarii,London-UK
A00983,2022-12-10,C00983,F,38,Fineline,196,monsternarii,London-UK
A00984,2022-12-10,C00984,F,39,Blackwork,439,monsternarii,London-UK
A00985,2022-12-13,C00985,F,27,Fineline,186,monsternarii,London-UK
A00986,2022-12-13,C00986,F,32,Fineline,191,monsternarii,London-UK
A00987,2022-12-13,C00987,M,37,Fineline,239,monsternarii,London-UK
A00988,2022-12-13,C00988,M,24,Blackwork,456,monsternarii,London-UK
A00989,2022-12-14,C00989,F,34,Blackwork,320,monsternarii,London-UK
A00990,2022-12-14,C00990,F,29,Fineline,180,monsternarii,London-UK
A00991,2022-12-14,C00991,F,39,Fineline,217,monsternarii,London-UK
A00992,2022-12-14,C00992,F,30,Fineline,207,monsternarii,London-UK
A00993,2022-12-15,C00993,F,34,Fineline,225,monsternarii,London-UK
A00994,2022-12-15,C00994,F,39,Fineline,216,monsternarii,London-UK
A00995,2022-12-15,C00995,F,34,Fineline,236,monsternarii,London-UK
A00996,2022-12-15,C00996,F,26,Fineline,209,monsternarii,London-UK
A00997,2022-12-16,C00997,F,20,Fineline,198,monsternarii,London-UK
A00998,2022-12-16,C00998,F,21,Fineline,226,monsternarii,London-UK
A00999,2022-12-16,C00999,F,28,Fineline,220,monsternarii,London-UK
A01000,2022-12-16,C01000,F,36,Fineline,224,monsternarii,London-UK
A01001,2022-12-17,C01001,F,38,Fineline,184,monsternarii,London-UK
A01002,2022-12-17,C01002,F,26,Fineline,208,monsternarii,London-UK
A01003,2022-12-17,C01003,M,39,Fineline,197,monsternarii,London-UK
A01004,2022-12-17,C01004,M,37,Blackwork,426,monsternarii,London-UK
A01005,2022-12-20,C01005,F,24,Fineline,206,monsternarii,London-UK
A01006,2022-12-20,C01006,F,37,Fineline,240,monsternarii,London-UK
A01007,2022-12-20,C01007,F,22,Fineline,235,monsternarii,London-UK
A01008,2022-12-20,C01008,F,28,Blackwork,462,monsternarii,London-UK
A01009,2022-12-21,C01009,F,23,Fineline,212,monsternarii,London-UK
A01010,2022-12-21,C01010,F,20,Blackwork,412,monsternarii,London-UK
A01011,2022-12-21,C01011,F,27,Fineline,205,monsternarii,London-UK
A01012,2022-12-21,C01012,F,39,Fineline,192,monsternarii,London-UK
A01013,2022-12-22,C01013,F,22,Fineline,216,monsternarii,London-UK
A01014,2022-12-22,C01014,F,32,Fineline,209,monsternarii,London-UK
A01015,2022-12-22,C01015,F,24,Fineline,184,monsternarii,London-UK
A01016,2022-12-22,C01016,F,36,Fineline,238,monsternarii,London-UK
A01017,2022-12-23,C01017,F,37,Fineline,209,monsternarii,London-UK
A01018,2022-12-23,C01018,F,38,Fineline,185,monsternarii,London-UK
A01019,2022-12-23,C01019,F,37,Blackwork,337,monsternarii,London-UK
A01020,2022-12-23,C01020,F,31,Fineline,229,monsternarii,London-UK
A01021,2022-12-24,C01021,F,28,Fineline,197,monsternarii,London-UK
A01022,2022-12-24,C01022,F,28,Blackwork,439,monsternarii,London-UK
A01023,2022-12-24,C01023,M,40,Fineline,186,monsternarii,London-UK
A01024,2022-12-24,C01024,F,31,Fineline,229,monsternarii,London-UK
A01025,2022-12-27,C01025,F,40,Fineline,189,monsternarii,London-UK
A01026,2022-12-27,C01026,M,31,Fineline,235,monsternarii,London-UK
A01027,2022-12-27,C01027,F,30,Fineline,213,monsternarii,London-UK
A01028,2022-12-27,C01028,F,27,Fineline,193,monsternarii,London-UK
A01029,2022-12-28,C01029,F,31,Fineline,192,monsternarii,London-UK
A01030,2022-12-28,C01030,M,21,Fineline,212,monsternarii,London-UK
A01031,2022-12-28,C01031,F,30,Blackwork,475,monsternarii,London-UK
A01032,2022-12-28,C01032,F,28,Fineline,229,monsternarii,London-UK
A01033,2022-12-29,C01033,F,28,Fineline,227,monsternarii,London-UK
A01034,2022-12-29,C01034,F,21,Fineline,217,monsternarii,London-UK
A01035,2022-12-29,C01035,F,28,Blackwork,377,monsternarii,London-UK
A01036,2022-12-29,C01036,F,36,Blackwork,395,monsternarii,London-UK
A01037,2022-12-30,C01037,F,24,Fineline,191,monsternarii,London-UK
A01038,2022-12-30,C01038,M,36,Fineline,239,monsternarii,London-UK
